id,syllable,tone,speaker,gender,filepath
6176,diāo,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/diāo_Male_Voice_1_6176.mp3
6180,diē,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/diē_Male_Voice_1_6180.mp3
6184,dīng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/dīng_Male_Voice_1_6184.mp3
6256,fēn,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/fēn_Male_Voice_1_6256.mp3
6260,fēng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/fēng_Male_Voice_1_6260.mp3
6264,fō,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/fō_Male_Voice_1_6264.mp3
6268,fōu,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/fōu_Male_Voice_1_6268.mp3
6272,fū,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/fū_Male_Voice_1_6272.mp3
6276,gā,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/gā_Male_Voice_1_6276.mp3
7292,xiāng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiāng_Male_Voice_1_7292.mp3
7296,xiāo,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiāo_Male_Voice_1_7296.mp3
7300,xiē,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiē_Male_Voice_1_7300.mp3
7304,xīn,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xīn_Male_Voice_1_7304.mp3
7308,xīng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xīng_Male_Voice_1_7308.mp3
7312,xiōng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiōng_Male_Voice_1_7312.mp3
7316,xiū,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiū_Male_Voice_1_7316.mp3
7268,wēng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wēng_Male_Voice_1_7268.mp3
7272,wō,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wō_Male_Voice_1_7272.mp3
7276,wū,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wū_Male_Voice_1_7276.mp3
7280,xī,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xī_Male_Voice_1_7280.mp3
7284,xiā,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiā_Male_Voice_1_7284.mp3
7288,xiān,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/xiān_Male_Voice_1_7288.mp3
7200,tiān,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tiān_Male_Voice_1_7200.mp3
7204,tiāo,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tiāo_Male_Voice_1_7204.mp3
7208,tiē,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tiē_Male_Voice_1_7208.mp3
7212,tīng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tīng_Male_Voice_1_7212.mp3
7216,tōng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tōng_Male_Voice_1_7216.mp3
7220,tōu,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tōu_Male_Voice_1_7220.mp3
7156,suī,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/suī_Male_Voice_1_7156.mp3
716,huō,1,Female Voice 1,female,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/huō_Female_Voice_1_716.mp3
7160,sūn,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/sūn_Male_Voice_1_7160.mp3
7164,suō,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/suō_Male_Voice_1_7164.mp3
7168,tā,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tā_Male_Voice_1_7168.mp3
7172,tāi,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tāi_Male_Voice_1_7172.mp3
7176,tān,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tān_Male_Voice_1_7176.mp3
7244,wā,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wā_Male_Voice_1_7244.mp3
7248,wāi,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wāi_Male_Voice_1_7248.mp3
7252,wān,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wān_Male_Voice_1_7252.mp3
7256,wāng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wāng_Male_Voice_1_7256.mp3
7260,wēi,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wēi_Male_Voice_1_7260.mp3
7264,wēn,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wēn_Male_Voice_1_7264.mp3
7132,shuō,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/shuō_Male_Voice_1_7132.mp3
7136,sī,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/sī_Male_Voice_1_7136.mp3
7140,sōng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/sōng_Male_Voice_1_7140.mp3
7144,sōu,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/sōu_Male_Voice_1_7144.mp3
7148,sū,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/sū_Male_Voice_1_7148.mp3
7152,suān,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/suān_Male_Voice_1_7152.mp3
7180,tāng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tāng_Male_Voice_1_7180.mp3
7184,tāo,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tāo_Male_Voice_1_7184.mp3
7188,tē,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tē_Male_Voice_1_7188.mp3
7192,tēng,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tēng_Male_Voice_1_7192.mp3
7196,tī,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tī_Male_Voice_1_7196.mp3
7224,tū,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tū_Male_Voice_1_7224.mp3
7228,tuān,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tuān_Male_Voice_1_7228.mp3
7232,tuī,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tuī_Male_Voice_1_7232.mp3
7236,tūn,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tūn_Male_Voice_1_7236.mp3
724,jī,1,Female Voice 1,female,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/jī_Female_Voice_1_724.mp3
7240,tuō,1,Male Voice 1,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/tuō_Male_Voice_1_7240.mp3
8332,mēng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mēng_Male_Voice_2_8332.mp3
8336,mī,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mī_Male_Voice_2_8336.mp3
8340,miān,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/miān_Male_Voice_2_8340.mp3
8344,miāo,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/miāo_Male_Voice_2_8344.mp3
8348,miē,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/miē_Male_Voice_2_8348.mp3
835,kā,1,Female Voice 1,female,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/kā_Female_Voice_1_835.mp3
8352,mīn,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mīn_Male_Voice_2_8352.mp3
8304,māi,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/māi_Male_Voice_2_8304.mp3
8308,mān,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mān_Male_Voice_2_8308.mp3
8312,māng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/māng_Male_Voice_2_8312.mp3
8316,māo,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/māo_Male_Voice_2_8316.mp3
8320,mē,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mē_Male_Voice_2_8320.mp3
8324,mēi,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mēi_Male_Voice_2_8324.mp3
8328,mēn,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mēn_Male_Voice_2_8328.mp3
8260,līng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/līng_Male_Voice_2_8260.mp3
8264,liū,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/liū_Male_Voice_2_8264.mp3
8268,lōng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/lōng_Male_Voice_2_8268.mp3
8272,lōu,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/lōu_Male_Voice_2_8272.mp3
8276,lū,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/lū_Male_Voice_2_8276.mp3
828,jūn,1,Female Voice 1,female,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/jūn_Female_Voice_1_828.mp3
8280,luān,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/luān_Male_Voice_2_8280.mp3
8356,mīng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mīng_Male_Voice_2_8356.mp3
8360,miū,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/miū_Male_Voice_2_8360.mp3
8364,mō,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mō_Male_Voice_2_8364.mp3
8368,mōu,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mōu_Male_Voice_2_8368.mp3
8372,mū,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mū_Male_Voice_2_8372.mp3
8376,nā,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nā_Male_Voice_2_8376.mp3
8380,nāi,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nāi_Male_Voice_2_8380.mp3
8384,nān,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nān_Male_Voice_2_8384.mp3
8388,nāng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nāng_Male_Voice_2_8388.mp3
8392,nāo,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nāo_Male_Voice_2_8392.mp3
8396,nē,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nē_Male_Voice_2_8396.mp3
8400,nēi,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nēi_Male_Voice_2_8400.mp3
8284,lūn,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/lūn_Male_Voice_2_8284.mp3
8288,luō,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/luō_Male_Voice_2_8288.mp3
8292,lǖ,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/lǖ_Male_Voice_2_8292.mp3
8296,lvē,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/lvē_Male_Voice_2_8296.mp3
8300,mā,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/mā_Male_Voice_2_8300.mp3
8404,nēn,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/nēn_Male_Voice_2_8404.mp3
8896,wāng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wāng_Male_Voice_2_8896.mp3
8900,wēi,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wēi_Male_Voice_2_8900.mp3
8904,wēn,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wēn_Male_Voice_2_8904.mp3
8908,wēng,1,Male Voice 2,male,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/wēng_Male_Voice_2_8908.mp3
891,kēn,1,Female Voice 1,female,/Users/bharath/Documents/Old_Desktop/Apps/Coursera/GTech/EdTech/Assignments/Project/Data/tone_perfect/tone_1/kēn_Female_Voice_1_891.mp3
